date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
07/03/2018 01:45,3.24,3.17,0.00,71.48,100.00,Weekday,Wednesday,Light_Load
12/05/2018 23:30,2.88,3.74,0.00,61.01,100.00,Weekend,Saturday,Light_Load
09/07/2018 16:15,58.54,32.18,0.00,87.63,100.00,Weekday,Monday,Maximum_Load
14/06/2018 16:30,48.17,15.70,0.00,95.08,100.00,Weekday,Thursday,Maximum_Load
11/04/2018 05:30,3.28,5.00,0.00,54.85,100.00,Weekday,Wednesday,Light_Load
05/07/2018 13:00,4.86,0.00,24.48,100.00,19.47,Weekday,Thursday,Medium_Load
22/07/2018 02:15,3.28,0.00,4.57,100.00,58.31,Weekend,Sunday,Light_Load
05/09/2018 15:00,48.49,21.82,0.00,91.19,100.00,Weekday,Wednesday,Maximum_Load
18/01/2018 15:00,108.83,39.24,0.00,94.07,100.00,Weekday,Thursday,Medium_Load
24/12/2018 06:30,3.60,2.48,0.29,82.35,99.68,Weekday,Monday,Light_Load
24/10/2018 08:30,58.75,55.84,0.00,72.48,100.00,Weekday,Wednesday,Light_Load
28/07/2018 09:30,36.83,7.63,0.00,97.92,100.00,Weekend,Saturday,Medium_Load
07/09/2018 21:45,4.21,0.00,17.14,100.00,23.85,Weekday,Friday,Medium_Load
11/06/2018 01:00,2.92,5.47,0.00,47.09,100.00,Weekday,Monday,Light_Load
05/06/2018 04:30,3.24,5.69,0.00,49.48,100.00,Weekday,Tuesday,Light_Load
07/08/2018 21:45,4.14,0.00,16.16,100.00,24.82,Weekday,Tuesday,Medium_Load
20/09/2018 18:45,39.42,20.02,0.00,89.16,100.00,Weekday,Thursday,Medium_Load
05/08/2018 11:45,2.81,0.00,4.28,100.00,54.88,Weekend,Sunday,Light_Load
04/01/2018 13:30,135.43,51.95,0.00,93.37,100.00,Weekday,Thursday,Medium_Load
14/07/2018 18:45,2.88,0.00,11.48,100.00,24.33,Weekend,Saturday,Medium_Load
06/07/2018 12:45,5.15,0.00,17.57,100.00,28.13,Weekday,Friday,Medium_Load
10/08/2018 18:30,79.96,43.38,0.00,87.90,100.00,Weekday,Friday,Medium_Load
13/03/2018 10:30,84.56,30.53,0.00,94.06,100.00,Weekday,Tuesday,Maximum_Load
15/05/2018 05:30,2.81,4.21,0.00,55.52,100.00,Weekday,Tuesday,Light_Load
17/07/2018 14:15,79.74,27.65,0.00,94.48,100.00,Weekday,Tuesday,Maximum_Load
01/04/2018 04:45,3.42,5.04,0.00,56.15,100.00,Weekend,Sunday,Light_Load
06/03/2018 11:00,57.53,20.09,0.00,94.41,100.00,Weekday,Tuesday,Maximum_Load
14/09/2018 12:45,4.64,0.00,14.08,100.00,31.30,Weekday,Friday,Medium_Load
21/09/2018 21:15,2.66,0.00,12.20,100.00,21.30,Weekday,Friday,Medium_Load
09/01/2018 16:30,127.48,46.48,0.00,93.95,100.00,Weekday,Tuesday,Medium_Load
08/03/2018 21:00,37.76,2.38,1.37,99.80,99.93,Weekday,Thursday,Medium_Load
22/02/2018 22:30,51.16,35.53,0.00,82.14,100.00,Weekday,Thursday,Maximum_Load
31/05/2018 07:15,2.92,5.26,0.00,48.54,100.00,Weekday,Thursday,Light_Load
01/11/2018 13:30,110.66,60.37,0.00,87.79,100.00,Weekday,Thursday,Medium_Load
28/02/2018 04:15,4.10,4.32,0.00,68.84,100.00,Weekday,Wednesday,Light_Load
19/11/2018 01:15,2.92,4.46,0.00,54.78,100.00,Weekday,Monday,Light_Load
11/06/2018 07:15,2.92,5.36,0.00,47.84,100.00,Weekday,Monday,Light_Load
29/04/2018 15:15,3.17,0.00,16.34,100.00,19.05,Weekend,Sunday,Light_Load
01/10/2018 15:15,48.13,29.52,0.00,85.24,100.00,Weekday,Monday,Maximum_Load
26/08/2018 12:30,3.06,0.00,13.64,100.00,21.89,Weekend,Sunday,Medium_Load
12/02/2018 19:45,34.81,0.00,8.68,100.00,97.03,Weekday,Monday,Maximum_Load
16/01/2018 17:15,91.98,50.47,0.00,87.67,100.00,Weekday,Tuesday,Maximum_Load
31/12/2018 12:15,4.03,0.00,20.38,100.00,19.40,Weekday,Monday,Light_Load
11/08/2018 00:00,2.70,4.82,0.00,48.87,100.00,Weekend,Saturday,Light_Load
03/10/2018 02:15,3.53,7.13,0.00,44.37,100.00,Weekday,Wednesday,Light_Load
16/06/2018 04:30,2.92,5.36,0.00,47.84,100.00,Weekend,Saturday,Light_Load
06/03/2018 12:30,24.44,0.00,14.29,100.00,86.33,Weekday,Tuesday,Medium_Load
08/04/2018 21:30,3.28,0.00,17.39,100.00,18.53,Weekend,Sunday,Medium_Load
10/06/2018 19:00,3.06,0.00,16.31,100.00,18.44,Weekend,Sunday,Light_Load
09/12/2018 18:00,3.24,0.00,10.66,100.00,29.08,Weekend,Sunday,Light_Load
04/07/2018 08:45,93.85,64.73,0.00,82.32,100.00,Weekday,Wednesday,Light_Load
05/02/2018 09:45,76.64,25.63,0.00,94.84,100.00,Weekday,Monday,Medium_Load
09/07/2018 09:15,50.98,21.35,0.00,92.24,100.00,Weekday,Monday,Medium_Load
17/06/2018 01:15,3.46,4.25,0.00,63.13,100.00,Weekend,Sunday,Light_Load
02/02/2018 02:45,6.37,5.08,0.00,78.18,100.00,Weekday,Friday,Light_Load
02/06/2018 02:15,2.92,5.04,0.00,50.13,100.00,Weekend,Saturday,Light_Load
14/12/2018 20:30,30.06,0.43,3.85,99.99,99.19,Weekday,Friday,Medium_Load
12/02/2018 12:15,15.52,3.74,19.04,97.22,63.18,Weekday,Monday,Medium_Load
24/12/2018 23:30,3.82,2.59,0.43,82.77,99.37,Weekday,Monday,Light_Load
05/01/2018 22:45,4.14,4.21,0.00,70.12,100.00,Weekday,Friday,Maximum_Load
06/06/2018 15:00,110.74,57.56,0.00,88.73,100.00,Weekday,Wednesday,Maximum_Load
27/07/2018 14:45,51.05,14.44,0.00,96.22,100.00,Weekday,Friday,Maximum_Load
13/10/2018 20:00,3.60,0.00,18.11,100.00,19.50,Weekend,Saturday,Medium_Load
16/01/2018 04:30,4.57,5.69,0.00,62.62,100.00,Weekday,Tuesday,Light_Load
04/01/2018 00:45,4.64,4.68,0.00,70.41,100.00,Weekday,Thursday,Light_Load
13/10/2018 10:15,43.92,14.29,0.00,95.09,100.00,Weekend,Saturday,Maximum_Load
10/09/2018 15:15,73.33,32.80,0.00,91.28,100.00,Weekday,Monday,Maximum_Load
04/06/2018 17:45,37.58,1.98,5.08,99.86,99.10,Weekday,Monday,Medium_Load
19/12/2018 07:15,4.10,2.81,0.29,82.49,99.75,Weekday,Wednesday,Light_Load
15/08/2018 03:00,2.81,4.36,0.00,54.17,100.00,Weekday,Wednesday,Light_Load
19/09/2018 16:15,50.58,30.42,0.00,85.70,100.00,Weekday,Wednesday,Maximum_Load
17/10/2018 00:30,3.67,6.41,0.00,49.69,100.00,Weekday,Wednesday,Light_Load
14/10/2018 01:15,3.38,6.48,0.00,46.25,100.00,Weekend,Sunday,Light_Load
21/12/2018 09:15,43.78,4.03,0.18,99.58,100.00,Weekday,Friday,Medium_Load
12/06/2018 20:00,78.84,41.18,0.00,88.64,100.00,Weekday,Tuesday,Medium_Load
06/05/2018 21:45,3.28,0.00,17.06,100.00,18.88,Weekend,Sunday,Light_Load
23/01/2018 07:45,41.26,28.15,0.00,82.61,100.00,Weekday,Tuesday,Light_Load
10/04/2018 18:15,33.80,14.29,0.65,92.11,99.98,Weekday,Tuesday,Medium_Load
21/01/2018 13:45,5.11,0.00,25.78,100.00,19.44,Weekend,Sunday,Light_Load
21/09/2018 14:15,27.07,0.76,2.09,99.96,99.70,Weekday,Friday,Maximum_Load
12/10/2018 03:15,4.54,8.06,0.00,49.08,100.00,Weekday,Friday,Light_Load
24/11/2018 03:00,3.56,2.99,0.07,76.57,99.98,Weekend,Saturday,Light_Load
22/05/2018 14:30,68.26,8.86,1.22,99.17,99.98,Weekday,Tuesday,Maximum_Load
16/12/2018 03:00,4.14,3.78,0.00,73.85,100.00,Weekend,Sunday,Light_Load
22/03/2018 18:00,28.33,0.00,13.07,100.00,90.80,Weekday,Thursday,Medium_Load
09/09/2018 04:30,3.17,6.01,0.00,46.65,100.00,Weekend,Sunday,Light_Load
30/09/2018 16:00,2.74,0.00,11.74,100.00,22.73,Weekend,Sunday,Light_Load
06/06/2018 13:45,56.99,27.90,0.00,89.81,100.00,Weekday,Wednesday,Maximum_Load
07/05/2018 22:15,3.85,1.37,15.34,94.21,24.34,Weekday,Monday,Medium_Load
31/05/2018 15:00,64.91,21.82,0.00,94.79,100.00,Weekday,Thursday,Maximum_Load
23/08/2018 17:30,41.04,10.94,0.14,96.63,100.00,Weekday,Thursday,Medium_Load
03/01/2018 15:15,57.46,18.25,0.00,95.31,100.00,Weekday,Wednesday,Medium_Load
20/03/2018 21:30,4.57,0.00,26.21,100.00,17.18,Weekday,Tuesday,Medium_Load
18/12/2018 22:00,4.39,0.00,21.31,100.00,20.18,Weekday,Tuesday,Medium_Load
07/12/2018 05:00,3.42,3.24,0.00,72.60,100.00,Weekday,Friday,Light_Load
07/09/2018 14:30,96.34,43.20,0.00,91.25,100.00,Weekday,Friday,Maximum_Load
26/08/2018 09:45,5.80,0.00,18.97,100.00,29.24,Weekend,Sunday,Medium_Load
05/08/2018 03:15,2.84,5.83,0.00,43.79,100.00,Weekend,Sunday,Light_Load
06/08/2018 07:00,2.77,4.75,0.00,50.38,100.00,Weekday,Monday,Light_Load
26/01/2018 03:45,36.47,27.54,0.00,79.80,100.00,Weekday,Friday,Light_Load
29/03/2018 08:00,3.71,3.85,0.00,69.39,100.00,Weekday,Thursday,Light_Load
24/01/2018 18:15,30.02,4.10,0.90,99.08,99.96,Weekday,Wednesday,Maximum_Load
31/07/2018 19:15,2.88,0.00,16.74,100.00,16.96,Weekday,Tuesday,Medium_Load
30/05/2018 20:00,67.10,25.99,0.00,93.25,100.00,Weekday,Wednesday,Medium_Load
05/10/2018 19:30,45.79,30.28,0.00,83.41,100.00,Weekday,Friday,Medium_Load
28/06/2018 03:00,2.95,4.43,0.00,55.43,100.00,Weekday,Thursday,Light_Load
28/10/2018 19:30,2.99,0.00,11.34,100.00,25.50,Weekend,Sunday,Light_Load
22/09/2018 11:15,3.28,0.00,10.51,100.00,29.79,Weekend,Saturday,Light_Load
05/12/2018 22:15,4.03,4.10,0.36,70.10,99.60,Weekday,Wednesday,Maximum_Load
24/07/2018 14:00,94.21,52.67,0.00,87.29,100.00,Weekday,Tuesday,Maximum_Load
19/11/2018 17:15,56.05,22.25,0.00,92.94,100.00,Weekday,Monday,Maximum_Load
18/04/2018 01:00,3.67,3.60,0.00,71.39,100.00,Weekday,Wednesday,Light_Load
06/09/2018 22:15,3.49,7.31,0.11,43.08,99.95,Weekday,Thursday,Medium_Load
25/03/2018 09:45,32.40,0.07,6.52,100.00,98.03,Weekend,Sunday,Medium_Load
02/06/2018 15:30,4.68,0.00,18.50,100.00,24.52,Weekend,Saturday,Light_Load
30/09/2018 17:15,2.70,0.00,11.77,100.00,22.36,Weekend,Sunday,Light_Load
25/03/2018 21:45,3.46,0.00,17.46,100.00,19.44,Weekend,Sunday,Medium_Load
09/04/2018 23:45,3.53,3.74,0.00,68.64,100.00,Weekday,Monday,Light_Load
04/10/2018 15:00,55.58,35.10,0.00,84.55,100.00,Weekday,Thursday,Maximum_Load
03/04/2018 16:45,89.42,41.83,0.00,90.58,100.00,Weekday,Tuesday,Maximum_Load
11/03/2018 08:30,25.99,20.48,0.00,78.54,100.00,Weekend,Sunday,Light_Load
01/10/2018 03:30,2.63,5.15,0.00,45.48,100.00,Weekday,Monday,Light_Load
19/11/2018 10:00,67.50,37.58,0.00,87.37,100.00,Weekday,Monday,Medium_Load
06/08/2018 05:45,2.63,4.75,0.00,48.44,100.00,Weekday,Monday,Light_Load
17/10/2018 00:15,3.71,7.27,0.00,45.45,100.00,Weekday,Wednesday,Light_Load
07/09/2018 11:15,101.12,37.91,0.00,93.64,100.00,Weekday,Friday,Maximum_Load
16/04/2018 20:00,43.52,2.27,0.04,99.86,100.00,Weekday,Monday,Medium_Load
05/07/2018 10:00,85.97,30.85,0.00,94.12,100.00,Weekday,Thursday,Medium_Load
26/10/2018 13:00,4.28,0.00,17.28,100.00,24.04,Weekday,Friday,Medium_Load
27/10/2018 01:30,3.64,7.16,0.00,45.32,100.00,Weekend,Saturday,Light_Load
27/08/2018 21:30,2.81,0.00,13.72,100.00,20.06,Weekday,Monday,Medium_Load
11/06/2018 21:45,4.14,0.00,20.52,100.00,19.78,Weekday,Monday,Medium_Load
03/07/2018 17:15,72.47,28.40,0.00,93.11,100.00,Weekday,Tuesday,Medium_Load
04/07/2018 02:15,2.81,3.67,0.00,60.79,100.00,Weekday,Wednesday,Light_Load
06/10/2018 08:15,37.48,39.49,0.00,68.84,100.00,Weekend,Saturday,Light_Load
11/09/2018 02:00,2.92,5.80,0.00,44.97,100.00,Weekday,Tuesday,Light_Load
16/07/2018 14:30,62.50,32.47,0.00,88.74,100.00,Weekday,Monday,Maximum_Load
16/11/2018 14:15,51.37,24.41,0.00,90.32,100.00,Weekday,Friday,Medium_Load
05/01/2018 19:00,65.05,27.65,0.00,92.03,100.00,Weekday,Friday,Maximum_Load
09/03/2018 20:45,4.10,0.00,27.43,100.00,14.78,Weekday,Friday,Medium_Load
30/07/2018 01:30,2.81,4.97,0.00,49.22,100.00,Weekday,Monday,Light_Load
21/09/2018 11:30,31.25,2.09,0.94,99.78,99.95,Weekday,Friday,Maximum_Load
09/02/2018 00:30,74.30,43.78,0.00,86.16,100.00,Weekday,Friday,Light_Load
28/10/2018 04:45,2.81,5.29,0.00,46.91,100.00,Weekend,Sunday,Light_Load
25/06/2018 05:45,3.38,4.90,0.00,56.78,100.00,Weekday,Monday,Light_Load
09/07/2018 13:00,6.12,0.00,19.12,100.00,30.48,Weekday,Monday,Medium_Load
15/02/2018 08:00,4.54,7.45,0.00,52.04,100.00,Weekday,Thursday,Light_Load
28/08/2018 03:15,2.59,4.07,0.00,53.69,100.00,Weekday,Tuesday,Light_Load
13/12/2018 14:15,58.25,23.72,0.00,92.62,100.00,Weekday,Thursday,Medium_Load
03/03/2018 15:15,43.13,2.66,2.16,99.81,99.87,Weekend,Saturday,Maximum_Load
15/04/2018 13:00,3.28,0.00,17.50,100.00,18.42,Weekend,Sunday,Light_Load
10/06/2018 17:15,3.06,0.00,16.42,100.00,18.32,Weekend,Sunday,Light_Load
18/12/2018 03:30,3.42,2.34,0.11,82.53,99.95,Weekday,Tuesday,Light_Load
04/10/2018 16:15,62.50,38.02,0.00,85.43,100.00,Weekday,Thursday,Maximum_Load
25/11/2018 22:15,3.46,2.52,0.40,80.83,99.34,Weekend,Sunday,Light_Load
12/07/2018 20:00,44.10,10.37,0.00,97.34,100.00,Weekday,Thursday,Medium_Load
06/12/2018 02:15,3.46,2.92,0.00,76.42,100.00,Weekday,Thursday,Light_Load
25/04/2018 06:30,3.10,4.10,0.00,60.31,100.00,Weekday,Wednesday,Light_Load
23/10/2018 09:15,66.85,40.64,0.00,85.45,100.00,Weekday,Tuesday,Medium_Load
29/10/2018 09:45,112.00,38.34,0.00,94.61,100.00,Weekday,Monday,Medium_Load
02/11/2018 08:45,51.37,37.87,0.00,80.49,100.00,Weekday,Friday,Light_Load
20/08/2018 08:30,59.04,59.80,0.00,70.26,100.00,Weekday,Monday,Light_Load
09/12/2018 21:30,4.14,0.00,21.20,100.00,19.17,Weekend,Sunday,Light_Load
01/07/2018 07:00,2.74,3.60,0.00,60.56,100.00,Weekend,Sunday,Light_Load
06/03/2018 01:15,6.73,5.44,0.00,77.77,100.00,Weekday,Tuesday,Light_Load
13/04/2018 12:30,4.43,0.00,19.51,100.00,22.14,Weekday,Friday,Medium_Load
14/07/2018 14:45,70.20,22.36,0.00,95.28,100.00,Weekend,Saturday,Maximum_Load
12/01/2018 20:45,90.97,24.66,0.04,96.52,100.00,Weekday,Friday,Medium_Load
05/05/2018 09:45,3.28,0.00,17.28,100.00,18.65,Weekend,Saturday,Light_Load
05/04/2018 09:30,62.06,27.18,0.00,91.60,100.00,Weekday,Thursday,Medium_Load
08/04/2018 23:00,3.20,4.14,0.00,61.16,100.00,Weekend,Sunday,Medium_Load
17/04/2018 21:15,6.44,0.00,25.31,100.00,24.66,Weekday,Tuesday,Medium_Load
04/08/2018 02:30,2.84,5.90,0.00,43.37,100.00,Weekend,Saturday,Light_Load
06/08/2018 09:30,79.81,44.75,0.00,87.22,100.00,Weekday,Monday,Medium_Load
05/09/2018 10:45,53.82,36.11,0.00,83.04,100.00,Weekday,Wednesday,Maximum_Load
01/07/2018 23:45,2.81,3.74,0.00,60.07,100.00,Weekend,Sunday,Light_Load
19/02/2018 02:30,3.56,5.87,0.00,51.86,100.00,Weekday,Monday,Light_Load
31/05/2018 23:30,2.84,4.64,0.00,52.20,100.00,Weekday,Thursday,Light_Load
19/11/2018 13:30,69.52,37.04,0.00,88.25,100.00,Weekday,Monday,Medium_Load
25/05/2018 00:45,3.60,4.10,0.00,65.98,100.00,Weekday,Friday,Light_Load
10/09/2018 06:00,2.95,5.72,0.00,45.84,100.00,Weekday,Monday,Light_Load
12/06/2018 10:45,46.01,19.58,0.00,92.01,100.00,Weekday,Tuesday,Maximum_Load
14/11/2018 20:30,5.11,0.00,17.78,100.00,27.62,Weekday,Wednesday,Medium_Load
01/11/2018 00:45,5.11,5.65,0.00,67.08,100.00,Weekday,Thursday,Light_Load
04/05/2018 13:30,56.70,25.63,0.00,91.12,100.00,Weekday,Friday,Maximum_Load
08/09/2018 13:00,3.28,0.00,11.12,100.00,28.29,Weekend,Saturday,Medium_Load
31/07/2018 15:00,49.79,13.43,0.00,96.55,100.00,Weekday,Tuesday,Maximum_Load
22/03/2018 10:45,52.99,14.08,0.00,96.65,100.00,Weekday,Thursday,Maximum_Load
15/06/2018 01:00,3.46,5.18,0.00,55.54,100.00,Weekday,Friday,Light_Load
15/10/2018 09:15,112.39,49.64,0.00,91.47,100.00,Weekday,Monday,Medium_Load
20/03/2018 02:30,3.10,3.89,0.00,62.32,100.00,Weekday,Tuesday,Light_Load
20/10/2018 12:00,28.73,17.35,4.90,85.60,98.58,Weekend,Saturday,Maximum_Load
11/12/2018 11:15,63.83,29.41,0.00,90.82,100.00,Weekday,Tuesday,Maximum_Load
20/05/2018 07:30,3.06,5.76,0.00,46.92,100.00,Weekend,Sunday,Light_Load
17/05/2018 00:00,3.64,4.43,0.00,63.49,100.00,Weekday,Thursday,Light_Load
01/04/2018 18:30,2.99,0.00,5.47,100.00,47.96,Weekend,Sunday,Light_Load
31/08/2018 17:30,43.92,12.20,0.90,96.35,99.98,Weekday,Friday,Medium_Load
24/08/2018 04:45,2.92,5.62,0.00,46.11,100.00,Weekday,Friday,Light_Load
30/03/2018 11:15,61.70,47.52,0.00,79.23,100.00,Weekday,Friday,Maximum_Load
12/05/2018 12:15,20.20,0.94,10.44,99.89,88.84,Weekend,Saturday,Medium_Load
16/04/2018 05:00,3.13,3.78,0.00,63.78,100.00,Weekday,Monday,Light_Load
27/01/2018 10:45,33.41,0.00,10.48,100.00,95.42,Weekend,Saturday,Maximum_Load
17/07/2018 22:00,3.85,0.00,16.16,100.00,23.18,Weekday,Tuesday,Medium_Load
08/04/2018 17:45,4.07,0.00,25.99,100.00,15.47,Weekend,Sunday,Medium_Load
01/11/2018 15:45,50.83,26.14,0.00,88.93,100.00,Weekday,Thursday,Medium_Load
07/07/2018 13:30,79.78,21.02,0.00,96.70,100.00,Weekend,Saturday,Maximum_Load
12/09/2018 12:30,5.18,0.00,18.14,100.00,27.46,Weekday,Wednesday,Medium_Load
05/09/2018 20:15,47.99,24.52,0.00,89.05,100.00,Weekday,Wednesday,Medium_Load
25/09/2018 13:45,2.63,0.00,11.63,100.00,22.06,Weekday,Tuesday,Light_Load
28/01/2018 07:00,4.21,4.90,0.00,65.17,100.00,Weekend,Sunday,Light_Load
08/12/2018 21:00,4.10,0.00,21.06,100.00,19.11,Weekend,Saturday,Medium_Load
28/07/2018 23:45,2.59,3.74,0.00,56.93,100.00,Weekend,Saturday,Light_Load
05/02/2018 07:00,5.36,4.79,0.00,74.56,100.00,Weekday,Monday,Light_Load
30/10/2018 00:45,3.71,6.88,0.00,47.46,100.00,Weekday,Tuesday,Light_Load
25/04/2018 12:30,4.68,0.00,26.75,100.00,17.23,Weekday,Wednesday,Medium_Load
15/11/2018 00:45,3.64,6.26,0.00,50.27,100.00,Weekday,Thursday,Light_Load
27/11/2018 08:30,72.36,56.38,0.00,78.88,100.00,Weekday,Tuesday,Light_Load
30/05/2018 05:45,2.95,5.54,0.00,47.00,100.00,Weekday,Wednesday,Light_Load
21/06/2018 02:00,2.92,4.90,0.00,51.19,100.00,Weekday,Thursday,Light_Load
10/01/2018 03:45,4.54,4.50,0.00,71.02,100.00,Weekday,Wednesday,Light_Load
03/12/2018 11:30,58.10,22.90,0.00,93.03,100.00,Weekday,Monday,Maximum_Load
19/03/2018 17:45,29.84,0.04,11.05,100.00,93.78,Weekday,Monday,Medium_Load
02/01/2018 13:45,124.45,49.79,0.00,92.85,100.00,Weekday,Tuesday,Medium_Load
27/03/2018 07:15,3.06,3.89,0.00,61.83,100.00,Weekday,Tuesday,Light_Load
23/07/2018 19:45,88.34,26.57,0.00,95.76,100.00,Weekday,Monday,Medium_Load
14/09/2018 17:15,43.02,16.02,0.00,93.71,100.00,Weekday,Friday,Medium_Load
22/09/2018 17:00,2.77,0.00,10.84,100.00,24.76,Weekend,Saturday,Light_Load
17/04/2018 07:30,3.71,4.46,0.00,63.95,100.00,Weekday,Tuesday,Light_Load
15/09/2018 15:30,42.37,14.87,0.00,94.36,100.00,Weekend,Saturday,Maximum_Load
02/08/2018 15:30,2.88,0.00,16.60,100.00,17.09,Weekday,Thursday,Light_Load
16/08/2018 15:45,55.84,30.78,0.00,87.58,100.00,Weekday,Thursday,Maximum_Load
02/09/2018 17:15,3.60,0.00,18.29,100.00,19.31,Weekend,Sunday,Medium_Load
22/03/2018 19:30,38.56,3.13,1.40,99.67,99.93,Weekday,Thursday,Medium_Load
12/03/2018 23:45,4.50,6.16,0.00,58.99,100.00,Weekday,Monday,Light_Load
23/02/2018 07:30,4.82,5.29,0.00,67.35,100.00,Weekday,Friday,Light_Load
22/08/2018 22:15,2.88,1.12,2.81,93.20,71.58,Weekday,Wednesday,Medium_Load
27/08/2018 06:15,2.88,4.68,0.00,52.41,100.00,Weekday,Monday,Light_Load
22/10/2018 18:15,40.10,22.36,0.00,87.34,100.00,Weekday,Monday,Medium_Load
01/12/2018 19:15,4.79,0.00,20.59,100.00,22.66,Weekend,Saturday,Maximum_Load
08/12/2018 18:15,5.18,0.00,10.19,100.00,45.32,Weekend,Saturday,Maximum_Load
01/08/2018 05:45,2.66,5.04,0.00,46.68,100.00,Weekday,Wednesday,Light_Load
06/04/2018 16:30,82.40,22.64,0.00,96.43,100.00,Weekday,Friday,Maximum_Load
04/05/2018 13:45,64.08,31.61,0.00,89.68,100.00,Weekday,Friday,Maximum_Load
28/11/2018 23:45,3.92,4.07,0.00,69.37,100.00,Weekday,Wednesday,Light_Load
24/07/2018 16:00,58.46,25.67,0.00,91.56,100.00,Weekday,Tuesday,Maximum_Load
14/07/2018 23:15,2.77,0.00,5.26,100.00,46.60,Weekend,Saturday,Light_Load
03/10/2018 16:30,64.01,40.64,0.00,84.42,100.00,Weekday,Wednesday,Maximum_Load
03/05/2018 20:30,55.58,18.36,0.00,94.95,100.00,Weekday,Thursday,Medium_Load
08/05/2018 13:45,60.66,33.12,0.00,87.77,100.00,Weekday,Tuesday,Maximum_Load
31/12/2018 23:45,3.78,3.06,0.11,77.72,99.96,Weekday,Monday,Light_Load
01/08/2018 11:45,2.59,0.00,5.69,100.00,41.43,Weekday,Wednesday,Light_Load
18/02/2018 16:30,3.60,0.00,16.16,100.00,21.74,Weekend,Sunday,Light_Load
05/03/2018 18:00,31.25,0.00,9.36,100.00,95.80,Weekday,Monday,Medium_Load
29/12/2018 06:30,3.67,3.24,0.04,74.97,99.99,Weekend,Saturday,Light_Load
06/01/2018 01:30,4.18,4.57,0.00,67.49,100.00,Weekend,Saturday,Light_Load
17/02/2018 09:15,4.03,0.00,23.15,100.00,17.15,Weekend,Saturday,Light_Load
07/07/2018 15:00,96.01,31.32,0.00,95.07,100.00,Weekend,Saturday,Maximum_Load
18/08/2018 19:30,2.74,0.00,13.97,100.00,19.25,Weekend,Saturday,Medium_Load
04/06/2018 19:30,102.28,47.56,0.00,90.68,100.00,Weekday,Monday,Medium_Load
13/07/2018 09:45,65.52,37.66,0.00,86.70,100.00,Weekday,Friday,Medium_Load
14/02/2018 18:15,3.67,0.00,6.62,100.00,48.49,Weekday,Wednesday,Light_Load
08/09/2018 15:15,35.24,10.19,0.00,96.06,100.00,Weekend,Saturday,Maximum_Load
20/03/2018 20:00,36.36,1.01,2.45,99.96,99.77,Weekday,Tuesday,Medium_Load
14/06/2018 16:00,62.17,26.06,0.00,92.23,100.00,Weekday,Thursday,Maximum_Load
13/03/2018 22:45,3.92,4.93,0.00,62.24,100.00,Weekday,Tuesday,Medium_Load
26/07/2018 05:00,3.17,4.28,0.00,59.52,100.00,Weekday,Thursday,Light_Load
04/04/2018 18:00,30.85,6.19,9.11,98.05,95.91,Weekday,Wednesday,Medium_Load
18/03/2018 10:00,3.74,0.00,24.73,100.00,14.95,Weekend,Sunday,Light_Load
14/11/2018 12:45,7.13,0.00,17.17,100.00,38.35,Weekday,Wednesday,Medium_Load
26/01/2018 17:00,134.89,45.00,0.00,94.86,100.00,Weekday,Friday,Medium_Load
11/02/2018 03:30,3.71,3.60,0.00,71.77,100.00,Weekend,Sunday,Light_Load
07/06/2018 22:00,3.67,0.00,20.99,100.00,17.22,Weekday,Thursday,Medium_Load
27/07/2018 09:15,66.31,28.94,0.00,91.65,100.00,Weekday,Friday,Medium_Load
17/06/2018 03:30,2.77,4.07,0.00,56.26,100.00,Weekend,Sunday,Light_Load
21/03/2018 11:15,69.98,50.47,0.00,81.11,100.00,Weekday,Wednesday,Maximum_Load
28/03/2018 04:45,3.02,3.13,0.00,69.43,100.00,Weekday,Wednesday,Light_Load
28/08/2018 19:45,41.22,17.35,0.00,92.17,100.00,Weekday,Tuesday,Medium_Load
20/06/2018 04:45,3.13,5.94,0.00,46.62,100.00,Weekday,Wednesday,Light_Load
10/05/2018 00:15,3.56,3.10,0.00,75.41,100.00,Weekday,Thursday,Light_Load
05/10/2018 00:15,3.56,6.34,0.00,48.96,100.00,Weekday,Friday,Light_Load
19/03/2018 01:00,3.10,3.74,0.00,63.82,100.00,Weekday,Monday,Light_Load
05/04/2018 10:15,66.20,25.88,0.00,93.14,100.00,Weekday,Thursday,Maximum_Load
01/03/2018 01:00,3.92,5.00,0.00,61.70,100.00,Weekday,Thursday,Light_Load
29/05/2018 18:15,33.62,17.71,2.02,88.48,99.82,Weekday,Tuesday,Medium_Load
14/11/2018 19:00,5.18,0.00,18.18,100.00,27.40,Weekday,Wednesday,Maximum_Load
28/07/2018 04:15,3.42,6.16,0.00,48.54,100.00,Weekend,Saturday,Light_Load
24/04/2018 20:00,47.34,13.97,0.00,95.91,100.00,Weekday,Tuesday,Medium_Load
18/03/2018 01:45,3.06,3.35,0.00,67.44,100.00,Weekend,Sunday,Light_Load
18/12/2018 15:00,68.00,23.11,0.00,94.68,100.00,Weekday,Tuesday,Medium_Load
09/12/2018 14:30,3.42,0.00,13.61,100.00,24.37,Weekend,Sunday,Light_Load
03/07/2018 14:45,71.32,39.06,0.00,87.71,100.00,Weekday,Tuesday,Maximum_Load
